gpsno,prob,rank_pct,calib_flag,model_version
95303141,0.040963,0.408,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302041,0.038526,0.384,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302483,0.021416,0.136,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304005,0.17991,0.768,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302284,0.029742,0.248,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302365,0.051219,0.514,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303021,0.050842,0.51,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302450,0.04107,0.412,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302479,0.079835,0.632,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302187,0.021898,0.144,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301879,0.03712,0.35,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302407,0.064636,0.586,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301853,0.061462,0.576,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302422,0.03533,0.328,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303452,0.052183,0.516,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303425,0.029873,0.252,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303380,0.038146,0.374,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301167,0.439442,0.958,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303579,0.047503,0.472,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302516,0.059473,0.554,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300920,0.046679,0.462,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201298,0.359973,0.916,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301559,0.026094,0.196,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301588,0.045987,0.454,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303629,0.099135,0.682,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301330,0.256595,0.838,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300269,0.089721,0.664,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302715,0.029639,0.246,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200429,0.114112,0.704,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302470,0.054735,0.532,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302307,0.038269,0.376,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303998,0.064287,0.584,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301575,0.038307,0.378,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303627,0.033573,0.31,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303863,0.037418,0.356,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300818,0.225366,0.804,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302350,0.026274,0.202,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303744,0.040998,0.41,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303625,0.025887,0.194,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302464,0.028033,0.226,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303127,0.052377,0.518,raw_oof_fusion_corrected,sprint-g8v6-corrected
95202153,0.203695,0.786,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301935,0.401826,0.944,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300203,0.043282,0.432,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303029,0.03927,0.392,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303140,0.038142,0.372,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300709,0.440354,0.96,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304602,0.225084,0.802,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300696,0.480148,0.97,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302029,0.060741,0.566,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303277,0.255944,0.834,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302159,0.012645,0.038,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201117,0.035193,0.326,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303396,0.019052,0.116,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305011,0.404469,0.946,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302144,0.026477,0.204,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301329,0.267644,0.85,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200716,0.115058,0.708,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305669,0.375081,0.932,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301161,0.117401,0.712,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304257,0.385503,0.938,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800306,0.321373,0.884,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301206,0.028599,0.234,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302555,0.02487,0.182,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302340,0.028094,0.228,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302660,0.076898,0.624,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301384,0.372274,0.926,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303414,0.027131,0.214,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300646,0.205267,0.788,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302742,0.044207,0.442,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200759,0.05778,0.548,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302508,0.024043,0.17,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200275,0.211798,0.792,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303055,0.037562,0.362,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303128,0.022835,0.158,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303797,0.246065,0.826,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301567,0.126367,0.722,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301129,0.527882,0.984,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302933,0.038996,0.39,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303677,0.054023,0.524,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302118,0.042785,0.424,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300899,0.026187,0.198,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301991,0.008995,0.006,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305975,0.046425,0.46,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301207,0.232731,0.814,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304267,0.089363,0.662,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305767,0.013353,0.042,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302181,0.020684,0.13,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303335,0.237786,0.82,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304307,0.022016,0.148,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305802,0.021434,0.138,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305846,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305891,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95306086,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305248,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305871,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303460,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301667,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303725,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300557,0.303465,0.874,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304356,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304626,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303149,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303557,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305672,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301904,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304837,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303799,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300580,0.261077,0.848,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304811,0.011351,0.009,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305565,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304841,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303515,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302612,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305079,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302831,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300964,0.257127,0.84,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305637,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304282,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305149,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302079,0.214962,0.794,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305704,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95306090,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305020,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301061,0.374952,0.93,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303802,0.12026,0.716,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201548,0.179502,0.766,raw_oof_fusion_corrected,sprint-g8v6-corrected
95801894,0.01354,0.049,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201632,0.236963,0.818,raw_oof_fusion_corrected,sprint-g8v6-corrected
95801036,0.567416,0.998,raw_oof_fusion_corrected,sprint-g8v6-corrected
95802002,0.050865,0.512,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301283,0.096001,0.67,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800572,0.035543,0.332,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200962,0.101386,0.686,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301247,0.008954,0.004,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302584,0.036886,0.342,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302275,0.036976,0.346,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301815,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300926,0.04946,0.49,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300959,0.029573,0.244,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301297,0.024355,0.18,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300889,0.037586,0.364,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300726,0.087159,0.652,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301316,0.023446,0.168,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301447,0.032806,0.296,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301051,0.049648,0.496,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301813,0.117732,0.714,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303788,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305116,0.017767,0.085,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304125,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200775,0.198681,0.784,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303552,0.049796,0.498,raw_oof_fusion_corrected,sprint-g8v6-corrected
